# p,dist_p
3.437500000000000000e+00,-2.571762523673540302e-05
3.515625000000000000e+00,1.224263392693610009e-05
3.593750000000000000e+00,4.657470621140247236e-05
3.671875000000000000e+00,7.685567936119644394e-05
3.750000000000000000e+00,1.035313928910309295e-04
3.828125000000000000e+00,1.275855439822476400e-04
3.906250000000000000e+00,1.501530108445076755e-04
3.984375000000000000e+00,1.721436706080721468e-04
4.062500000000000000e+00,1.939471642367941728e-04
4.140625000000000000e+00,2.152753983421986511e-04
4.218750000000000000e+00,2.351720438014438808e-04
4.296875000000000000e+00,2.521836539099917007e-04
4.375000000000000000e+00,2.646533065394397755e-04
4.453125000000000000e+00,2.710724149027916169e-04
4.531250000000000000e+00,2.704150065513128559e-04
4.609375000000000000e+00,2.623836118145865537e-04
4.687500000000000000e+00,2.475156308698392427e-04
4.765625000000000000e+00,2.271291788447388910e-04
4.843750000000000000e+00,2.031213276206204205e-04
4.921875000000000000e+00,1.776621050203052582e-04
5.000000000000000000e+00,1.528482269080710249e-04
